categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Beurres|U|Beurre tendre à tartiner doux 82% de MG|e|Crème de LAIT pasteurisée, matière grasse LAITIERE, ferments.|3054|82|0.5|0|0.7|0.04|||||||||||||||||0|en:milk||
Beurres|U|Beurre tendre doux 82% de MG|e|BEURRE|3056|82|0.6||0.7|0.04|||||||||||||||||0|en:milk||
Beurres|U|Beurre à teneur réduite en matière grasse demi-sel "Ma Prairie" 60%de MG|e|Beurre, eau, sel, LAIT écrémé, ferments LACTIQUES, émulsifiant : E471. stabilisant : alginate de sodium, conservateur : sorbate de potassium, colorant : bêta -arotène.|2242|60|0.7||0.6|2.3|||||||||||||||||0|en:milk|E160a - Bêta-carotène,E202 - Sorbate de potassium,E401 - Alginate de sodium,E471 - Mono- et diglycérides d'acides gras alimentaires|
Beurres|U Bio, U|Beurre demi sel bio  80%MG|e|CREME DE LAIT pasteurisée*, sel 2%, ferments.*Ingrédient issu de l agriculture biologique|2982|80|0.6|0|0.7|2|||||||||||||||||0|en:milk||
Beurres|U Bio, U|Beurre doux de baratte|e|CREME pasteurisée issue de l'agriculture biologique, ferments lactiques|3056|82|0.6|0|0.7|0|||||||||||||||||0|en:milk||
Beurres|U Bio, U|Beurre doux  82% de MG|e|CREME DE LAIT pasteurisée*, ferments.*Ingrédient issu de l agriculture biologique.|3056|82|0.6||0.7|0.04|||||||||||||||||0|en:milk||
Beurres|Valvert|Beurre pasteurisé à teneur réduite en mat.gr. 60% Doux|d|Beurre, eau, _lait_ écrémé, ferments lactiques, émulsifiants : mono et diglycérides d'acides gras, stabilisant : alginate de sodium, conservateur : sorbate de potassium, colorant : caroténoïdes.|2242|60|0.7||0.6|0.05|||||||||||||||||0|lait, lait, lait|E160 - Caroténoïdes,E202 - Sorbate de potassium,E401 - Alginate de sodium,E471 - Mono- et diglycérides d'acides gras alimentaires|
Beurres|Vrai|Beurre de baratte doux|e|Crème de _lait_ pasteurisée, ferments lactiques.|3109|82|0.6||0.7|0.04|||||||||||||||||0|lait||
Beurres|biocoop|Beurre de baratte demi-sel au sel de Guérande|e|Crème de _lait_ pasteurisée, sel de Guérande 2.2 %, ferments _lactiques_.|2982|80|0.6|0|0.7|2|||||||||||||||||0|lait, lactiques||
Beurres|paysan breton|Le beurre moulé demi sel|e|_Beurre_, sel.|3038|80|0.6|0|0.8|2|||||||||||||||||0|Beurre||
Beurres|Échiré|Beurre de Baratte d'Excellence Demi-Sel AOP|e|Pasteurized _cream_ from cows, salt 1.8%, lactic starters.|3012|80|0.5|0|0.5|1.8|||||||||||||||||0|en:milk||
Bio-vegetarien|Picard|Patate douce grillée, boulghour, légumes verts, chèvre, sauce aux herbes|a|Patate douce grillée* 22.8%, _boulghour_ cuit*21.6%, _lait_ entier*, _lait_ demi-écrémé*, épinard* 9.2%, échalote*, fromage de chèvre* 4.5%, _lait_ écrémé en poudre*, fève de _soja_* 3.6%, chou kale 3.6%. eau, basilic*, _amande_ effilée grillée*1.1%, huile d'olive vierge extra*, amidon de mais*, fibre d'agave*, sel, ail*, coriandre*, poivre*. * Issude l'agriculture biologique. Convient aux végétariens|452|3|6.1|2.4|5.2|0.44|||||||||||||||||0|||
Biobio-europeensans-colorantsagriculture-ue-non-uefr-bio-01fabrique-en-francesans-huile-de-palmeab-agriculture-biologique|Maison Colibri|Chocoboom Tout choco|e|Chocolat au lait 46.4%, farine de blé semi-complète 12.7 %, sucre de canne non rattiné, huile de colza*, oeufs* plein air** chocolat noir 6%. sirop de blé*, arôme naturel de cacao, poudres à lever : carbonates de sodium et tartrates de potassium, arôme naturel de vanille avec autres arômes naturels*, sel.  *ingrédients issus de l'agriculture biologique. ** conformément au mode de production biologique. Traces de fruits à coque et soja.  FABRIQUE EN FRANCE ISSU DE L'AGRICULTURE BIOLOGIQUE SANS HUILE DE PALME SANS COLORANT FABRIQUE EN FRANCE FARINE SEMI-COMPLETE POIDS NET 140g|2042|29|40||5.8|0.51|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E336 - Tartrates de potassium,E500 - Carbonates de sodium|
Biobio-europeensans-colorantsagriculture-ue-non-uefr-bio-01fabrique-en-francesans-huile-de-palmeab-agriculture-biologique|Maison Colibri|Chocoboom Vanille|b|Chocolat au lait* 46.4%, farine de blé semi-complète* 15.7%, sucre de canne non rafiné huile de colza*, œufs* plein air**, sirop de blé*, arôme naturel de vanille*, poudres à lever: carbonates de sodium et tartrates de potassium, sel, arôme naturel de vanille avec autres arômes naturels*, grains de vanille épuisée* 0.1% .  *ingrédients issus de lagriculture biologique. ** conformément au mode de production biologique.  Traces de fruits à coque et soja.  FABRIQUE EN FRANCE ISSU DE L'AGRICULTURE BIOLOGIQUE SANS HUILE DE PALME SANS COLORANT FABRIQUE EN FRANCE FARINE SEMI-COMPLÈTE POIDS NET 140g|||||||||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E336 - Tartrates de potassium,E500 - Carbonates de sodium|
Biscuits|Agir Carrefour,Carrefour|Biscuit croustillants sésame|d|Farine de blé 47.7 %, sucre, graisse de plame, graines de sésame décortiqués 11 %, germe de blé 10.9 %, billettes de céréales, arôme naturel de vanille, poudres à lever, sel, magésium, protéines de lait, amidon de blé, vitamines B1. B2. B6 et B9.|2046|23|19|5.6|12|0.75||||||0.0008|0.0007||0.001|9.5e-05|||0.11||||0||E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Aglina|Goûtine Noix de Coco|d|Biscuit 40 % : Farine de sarrasin* 88.5 %, Sucre de canne*, Lait écrémé en poudre*, Sel. Crème 60 % : Sucre de canne*, Huiles végétales non hydrogénées*, Arômes naturels biologiques de noix de coco* 0.35 %, Lait écrémé en poudre*, Lécithine de tournesol *d'origine agriculture biologique|1994|19.8|28.5|2.5|6.8|0.3|||||||||||||||||1||E322 - Lécithines,E322i - Lécithine|
Biscuits|Allergo|Biscuits nappés au chocolat noir|e|Chocolat 20%, fécule de pomme de terre, sucre, amidon de maïs, huile de palme non hydrogénée, farine de maïs, amidon modifié, émulsifiant, sel, poudre à lever.|2163|25|22|1.5|3.1|0.3302|||||||||||||||||1||E14XX - Amidons modifiés,E322 - Lécithines,E503 - Carbonates d'ammonium|
Biscuits|Alsace Biscuits|N'oubliez pas…|e|Biscuits : farine de _blé_, sucre, graisse végétale, dextrose de blé, cacao maigre, sel, poudres à lever : carbonates de sodium et carbonates d'ammonium, arôme. Couverture cacao : graisse végétale, sucre, cacao maigre 18 %, émulsifiant : lécithines. Nappage : sirop de glucose, sucre, fructose, épaississant, correcteur d'acidité, arôme, colorant : cochenille, affermissant : chlorure de calcium.|2020|19.3|24.7|2.67|6.67|0.533|||||||||||||||0.0024||1|blé, soja|E120 - Acide carminique,E322 - Lécithines,E330 - Acide citrique,E332 - Citrates de potassium,E440 - Pectines,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium,E509 - Chlorure de calcium|
Biscuits|Alsace Biscuits|Assortiment de biscuits d'Alsace|e|Farine de _blé_, sucre, graisse végétale, dextrose de _blé_, cacao maigre, sel, poudre à lever : carbonate de sodium et carbonate d'ammonium, arôme. Couverture cacao : graisse végétale, sucre, cacao maigre, émulsifiant : lécithine de _soja_. Nappage : sirop de glucose-fructose, gélifiant : pectine, acidifiant : acide citrique, arôme, colorants : jus de sureau et E120. |1980|18|24|2.5|7|0.5|||||||||||||||||1|blé, blé, soja|E120 - Acide carminique,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E440 - Pectines,E440i - Pectine,E500 - Carbonates de sodium,E500i - Carbonate de sodium,E503 - Carbonates d'ammonium,E503i - Carbonate d'ammonium|
Biscuits|Ancel,Dr Oetker|Sticks et Bretzels Ancel|d|farine de blé, huile de tournesol, sel, extrait de malt d'orge, levure.|1436|4.1|1.8||10|2.49936|||||||||||||||||0|en:gluten||
Biscuits|Apéri Bio|Triangles Feuilletés Sésame-Pavot|e|Farine de _blé, beurre, graines de _sésame_, sel, graines de pavot, levure, poivre noir, _lait_ en poudre.|2179|30.7|1.3|2.3|10.4|2.7|||||||||||||||||0|lait, sésame, lait||
Biscuits|Astruc Pâtisserie|Tuiles Pâtissières|e|Sucre, blancs d'_œufs_, farine de _blé_, _amandes_ 9 %, _beurre_ concentré9 %, eau, sel.|2050|21|46||8.6|0.3|||||||||||||||||0|œufs, blé, amandes, beurre|E160 - Caroténoïdes|
Biscuits|Atelier Sans Gluten|Cookies|e|Mix farines, beurre, sucre, chocolat noir, sucre de canne, poudre d'amandes, blanc d'œuf, œuf, poudre de cacao 100 % Pérou, poudre à lever : bicarbonate de sodium, sel, fibre de psyllium, arôme naturel de vanille. Dans notre atelier, nous utilisons des fruits à coques et des produits à base de soja et de lait|2096|28.8|30||4.4|0|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Atelier Sarrasin|Sablés Cannelle|e|Farine de sarrasin* 55 %, sucre de canne roux*, huile de palme non hydrogénée*, poudre de cannelle* 2.5 %, _œufs_*, bicarbonate de sodium, sel, crème de tartre. *Biologique.|1862|15.8|26.6||8.5|0.83|||||||||||||||||1|œufs|E336 - Tartrates de potassium,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Auchan|15 Broyés du Poitou|e|Farine de _blé_, _beurre_ pâtissier 26%, sucre, _œufs_ frais, sel.|2168|26.7|26.4||6|0.63|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Biscuits|Auchan|Sablés fourrés figue|d|Farine de _blé_, pâte de figue 25.5 %, sirop de sucre inverti, sucre, matière grasse et huile de palme, _œufs_, amidon de _blé_, fibres de chicorée, poudre à lever : diphosphate disodique, carbonate acide de sodium, arôme.|1561|7|40|3|5|0.38|||||||||||||||||1|blé, œufs, blé|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Auchan|Galettes de Normandie pur beurre|e|Farine de blé, sucre, beurre 21 %, amidon de blé, _Œufs_ entiers, lactosérum en poudre, extrait de malt d'orge, sel, poudre de _lait_ écrémé, poudres à lever : diphosphates - carbonates de sodium - carbonates d'ammonium.|2021|18.7|26.1||6.3|0.47|||||||||||||||||0|gluten, lait, gluten, Œufs, lait, gluten, lait|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Auchan|Palmiers|e|Farine de blé, margarine, sucre, sel, arôme, poudre à lever : carbonate acide de sodium|2247|30|22|2|5.7|1.4|||||||||||||||||1|Gluten, blé|E160a - Bêta-carotène,E160ai - Bêta-carotène,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Auchan|Biscuit sec pause thé|e|biscuit sec / ingrédients / ingredientes CD Farine de blé, sucre, huile végétale, sirop de glucose, lait écrémé en poudre, poudres à lever : carbonates diammonium - carbonates de sodium - diphosphates, fibres d'avoine, jaunes d'œufs en poudre, sel, arômes. Traces éventuelles de fruits à coque et de graines de sésame.|1916|13.8|25.8||7.4|0.7|||||||||||||||||1|en:gluten|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Auchan Bio,Auchan|Petit Beurre avec Tablette de Chocolat Noir|e|Chocolat noir* 48 %, arôme naturel de vanille*), farine de _blé_* 36 %, sucre* , beurre*8.8 %, _lait_ écrémé en poudre*, poudres à lever : carbonates d'ammonium - carbonates de sodium - acide tartrique, sel, arôme naturel. *biologiques.|2127|25|33|0|7.2|0.46|||||||||||||||||0|en:gluten,en:milk|E334 - Acide L-tartrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Auchan,Auchan Bio|Biscuits épeautres et sésame|c|Farine de blé40%, sucre glace de canne roux, farine de petit épeautre17%, huile végétale, graines de _sésame_ 13%, poudres à lever : carbonates d'ammonium - carbonates de sodium - tartrates de potassium ; sel marin fin non raffiné, arôme naturel vanille.|2121|23|20|4.4|8.5|0.59|||||||||||||||||1|gluten, gluten, sésame|E336 - Tartrates de potassium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|B&C,Biscuits & Cookies|Galettes fines|e|Farine de _blé_ 38%, sucre, margarine [graisses végétalesen proportion variable, émulsifiant : E471. acidifiant : acide citrique], _oeuf_, huile de tournesol, farine de _soja_, émulsifiant : lécithine de _soja_, sel, poudres à lever : E500 et E503ii, arôme.|2010|24|29||7.3|1.03|||||||||||||||||1|blé, oeuf, soja, soja|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Biscuits|BN|BN - Goût chocolat au lait|e|Céréales [ farine de _froment_, céréales complètes, farine complète de _seigle_, farine complète d'_orge_)], sucre, matières grasses végétales, cacao maigre, _lactose_ et protéines de _lait_, sirop de glucose, _lait_s écrémé et entier en poudre, amidons, _blé_, poudres à lever, carbonates d'ammonium et de sodium, sel, carbonate de calcium, arôme, émulsifiant, lécithine.|1962|18.2|31.8||7.2|0.64||||||||||||0.12|||||1|froment, froment, seigle, orge, lactose, lait, blé|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|BN|Mini BN goût fraise|e|Céréales, farine de _seigle_), sucre, graisse végétale, stabilisants : sorbitol, glycérol, pulpe de fraise concentrée, _lactose_ et protéines de _lait_, correcteurs d'acidité : acide citrique, citrate disodique, sel, poudres à lever : carbonates de sodium et d'ammonium, arôme, colorant : rouge de betterave, gélifiant, gélifiant : pectine, _lait_ entier en poudre, émulsifiant : E472e.|1808|12.9|38.3||5|0.739999999999999|||||||||||||||||1|froment, seigle, lactose, lait, lait|E162 - Rouge de betterave,E330 - Acide citrique,E331 - Citrates de sodium,E331ii - Citrate disodique,E420 - Sorbitol,E420i - Sorbitol,E422 - Glycérol,E440 - Pectines,E440i - Pectine,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|BN|Cars Biscuits au chocolat au lait|e|Farine de _blé_, chocolat au _lait_, sucre, huile de palme, _lactose_ et protéines de _lait_, sel, poudres à lever : carbonates de sodium et d'ammonium, émulsifiant : E472e, arôme, _lait_ entier en poudre.|2047|20.6|32.1||6.5|0.6|||||||||||||||||1|blé, lait, lait, beurre, soja, lactose, lait, lait|E322 - Lécithines,E322i - Lécithine,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras,E476 - Esters polyglycériques d'acides gras d'huile de ricin,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|BN|Casse-croûte Original|d|Farine de _froment_, sucre, matière grasse végétale, amidon de _froment_, sirop de glucose, poudre à lever : carbonates d'ammonium et de sodium, sel, agent de traitement de la farine : L-cystéine, _lactose_, protéines de _lait_.|1648|4.9|27.2||7.1|0.82|||||||||||||||||1|froment, froment, lactose, lait|E500 - Carbonates de sodium,E503 - Carbonates d'ammonium,E920 - L-Cystéine et ses chlorhydrates|
Biscuits|BN|Goût Chocolat Noisette|e|Céréales, céréales complètes, farine complète de _seigle_, farine complète d'_orge_)] - sucre - matières grasses végétales- cacao maigre- sirop de glucose - pâte de _noisette_- _lactose_ et protéines de _lait_ - _laits_ écrémé et entier en poudre - amidon - poudres à lever : carbonates d'ammonium et de sodium - sel - arôme.|1954|17.7|33.3|3.8|7|0.52|||||||||||||||||1|en:gluten,en:milk,en:nuts|E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|BN,United Biscuits France SAS|BN Pocket goût Chocolat|e|Céréales), sucre, matières grasses végétales,  lactose, protéine de lait, cacao maigre 4.4%, amidon, poudres à lever, sel, lait entier en poudre, arômes|1962|17.5|36.3|3.9|6.7|0.5|||||||||||||||||0||E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Biscuits|Belle France|Barquettes Chocolat Noisette|d|sucre, farine de _blé_, matière grasse végétale, _œufs_ chocolat en poudre, pâte de _noisettes_, _lait_ écrémé en poudre, sirop de glucose-fructose, émulsifiants : E471 - lécithine de _soja_, poudres à lever : carbonate acide de sodium - diphosphate disodique), sel, acidifiant : acide citrique, arômes, levure sèche.|2042|23|46|2.9|6.9|0.28|||||||||||||||||0|blé, œufs, noisettes, lait, soja|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Belle France|Goûters parfum fraise|d|Farine de blé, sirop de glucose-fructose, sucre, huile de palme, pulpe de fraise 3.9%, stabilisant : glycérine, sirop de glucose, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates,lactose, acidifiants acide citrique-citrate trisodique, lait écrémé en poudre, sel,gélifiant:pectine, arômes, colorant: rouge de betterave, lactosérum en poudre, protéines de lait. Peut contenir des traces d'oeuf. Conservation:|1650|6.93|33.6|2.13|5.33|0.693|||||||||||||||||1||E162 - Rouge de betterave,E330 - Acide citrique,E422 - Glycérol,E440 - Pectines,E440i - Pectine,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Belle France|Galette a bretonnes Pur beurre|e|Farine de _blé_, sucre, _beurre_ pâtissier, _œufs_, sel, poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates, malt, blancs d'_œufs_, poudre de _lait_ écrémé, stabilisant : sorbitols, colorants : caramel ordinaire, caroténoïdes, épaississant : gomme arabique.|2067|20.8|24.7|1.7|6.2|1.1|||||||||||||||||0|Gluten,Œufs,Lait, blé, beurre, œufs, orge, œufs, lait, malt|E150a - Caramel E150a,E160 - Caroténoïdes,E414 - Gomme d'acacia,E420 - Sorbitol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Belle France|Goûters fourrés parfum vanille|e|céréales, sucre, matière grasse végétale hydrogénées et non hydrogénées, sirop de glucose, dextrose, _lactose_, _laits_ entiers et écrémé en poudre, poudres à lever : carbonate acide d'ammonium - carbonate acide de sodium - diphosphate disodique, _lactosérum_ en poudre, sel, arôme vanille, protéines de _lait_.|2055|20.8|32.1|2.2|5.4|0.508|||||||||||||||||1|blé, seigle, lactose, laits, lactosérum, lait|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Biscuits|Belle France|Biscuits Cuillère Patissier|d|sucre, farine de _blé_, _œufs_ frais, sirop de sucre inverti, _lait_ écrémé en poudre, arôme, sel, acidifiant : tartrates de potassium, blancs d'_œufs_ en poudre, épaississant : gomme xanthane.|1494|3.5|48.6|1.5|7.6|0.46|||||||||||||||||0|blé, œufs, lait, œufs|E1505 - Citrate de triéthyle,E336 - Tartrates de potassium,E415 - Gomme xanthane|
Biscuits|Beurlay|Galette charentaise Beurlay Pur beurre|e|Farine de blé 38 %, sucre, _beurre_ 16 %, _œufs_ frais 12 %,dextrose, angélique, poudre à lever, sel, arôme.|1778|16|34||5.7|0.5|||||||||||||||||0|beurre, œufs|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Beurlay|Galette Charentaise Traditionnelle Pépites de Chocolat|e|Farine de _blé_, sucre, _beurre_ 14 %, pépites de chocolat 12 %, _œufs_ frais, dextrose, poudre à lever, sel.|1837|18|35||6|0.48|||||||||||||||||0|blé, beurre, soja, œufs|E322 - Lécithines,E322i - Lécithine,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Bio Albon,BioAlbon,Biscuits Bouvard|Biscuit tablette Chocolat au Lait|e|Chocolat au lait 48%, farine de _blé_ 36%, sucre de canne, huile de palme, poudres à lever, _lait_ écrémé en poudre, sel marin non raffiné, arôme naturel|2230|27.5|35.2|2.5|7|0.62|||||||||||||||||1|en:gluten,en:milk|E336 - Tartrates de potassium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
